Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003A71SAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A71XAAS,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A71YAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A73LAAS,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A75OAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A75cAAC,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A75jAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A75yAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Australia,External,0012e000003A6PuAAK
0012e000003A763AAC,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,China,External,
0012e000003A76OAAS,Business Organization,Services,Education,University,Australia,External,
0012e000003A76WAAS,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A76XAAS,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A76bAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A76tAAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,China,External,0012e000003A6d4AAC
0012e000003A77BAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A77EAAS,Business Organization,Services,Education,Government: International,Thailand,External,
0012e000003A77HAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A77PAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A77XAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Not for profit,Australia,External,
0012e000003A77ZAAS,Business Organization,Services,Education,SME (small to medium enterprise),China,External,
0012e000003A77fAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A77yAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A78AAAS,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,China,External,
0012e000003A78JAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A78KAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A78NAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,0012e000003A6qTAAS
0012e000003A78gAAC,Business Organization,Aquaculture & Fisheries,,Government: Australia: Local & State,Australia,External,
0012e000003A792AAC,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,Australia,External,
0012e000003A79DAAS,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,New Zealand,External,
0012e000003A79MAAS,Business Organization,Materials: Chemicals & Industrial Metals,,Large Australian Corporate,Australia,External,
0012e000003A79RAAS,Business Organization,Materials: Chemicals & Industrial Metals,,Multinational / Other Large Corporate,Australia,External,
0012e000003A79TAAS,Business Organization,Manufacturing & R&D,Consumer Goods,Not for profit,Australia,External,
0012e000003A79WAAS,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),Australia,External,
0012e000003A79aAAC,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,United States of America,External,
0012e000003A79cAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,Australia,External,
0012e000003A79eAAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A79jAAC,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,Australia,External,
0012e000003A79nAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A79yAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A7A0AAK,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003A7AGAA0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Austria,External,
0012e000003AAqGAAW,Administrative,,,,,External,
0012e000003SurZAAS,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003TBv9AAG,Business Organization,Veterinary,,SME (small to medium enterprise),Australia,External,
0012e000003hQaUAAU,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003ieo4AAA,Business Organization,Services,Education,Government: International,China,External,
0012e000003ix4vAAA,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003jTrNAAU,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003lIe3AAE,Business Organization,Public Administration,,Government: International,Vietnam,External,
0012e000003lo6WAAQ,Business Organization,Construction & Construction Materials,,Government: Australia: Local & State,Australia,External,0012e000003A6FgAAK
0012e000003n8WaAAI,Business Organization,Agriculture & Horticulture,,Government: Australia: Local & State,Australia,External,
0012e000003oa3HAAQ,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003qcYOAAY,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,India,External,
0012e000003qiAdAAI,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003quU0AAI,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003qvi1AAA,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003s4vGAAQ,Business Organization,Services,Education,Government: International,Brunei Darussalam,External,
0012e000003tE31AAE,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003tFYEAA2,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
